Variable,Missing_Count,Missing_Percent,Data_Type,Unique_Values
indwel_inst___2,0,0.0,object,2
prio_antib_name___9,0,0.0,object,2
prio_antib_name___10,0,0.0,object,2
prio_antib_name___11,0,0.0,object,1
prio_antib_name___12,0,0.0,object,2
prio_antib_name___13,0,0.0,object,2
prio_antib_name___14,0,0.0,object,2
prio_antib_name___15,0,0.0,object,2
site_based_sample___8,0,0.0,object,2
site_based_sample___7,0,0.0,object,2
site_based_sample___6,0,0.0,object,2
site_based_sample___5,0,0.0,object,2
name_of_rrh,0,0.0,object,9
sex,0,0.0,object,2
allergies,0,0.0,object,2
infect_site___1,0,0.0,object,2
infect_site___2,0,0.0,object,2
infect_site___3,0,0.0,object,2
infect_site___4,0,0.0,object,2
infect_site___5,0,0.0,object,2
infect_site___6,0,0.0,object,2
infect_site___7,0,0.0,object,2
infect_site___8,0,0.0,object,2
site_based_sample___1,0,0.0,object,2
site_based_sample___2,0,0.0,object,2
site_based_sample___3,0,0.0,object,2
site_based_sample___4,0,0.0,object,2
prio_antib_name___1617,0,0.0,object,2
prio_antib_name___18,0,0.0,object,1
prio_antib_name___19,0,0.0,object,1
prio_antib_name___38,0,0.0,object,1
prio_antib_name___40,0,0.0,object,1
prio_antib_name___41,0,0.0,object,2
other_antibiotic_antibiotics_prescribed___42,0,0.0,object,2
other_antibiotic_antibiotics_prescribed___43,0,0.0,object,2
ref_other_antibiotics_prescribed___42,0,0.0,object,2
ref_other_antibiotics_prescribed___43,0,0.0,object,2
diag_system___1,0,0.0,object,2
diag_system___2,0,0.0,object,2
diag_system___3,0,0.0,object,2
diag_system___4,0,0.0,object,2
diag_system___5,0,0.0,object,2
diag_system___6,0,0.0,object,2
diag_system___7,0,0.0,object,2
diag_system___8,0,0.0,object,2
indwel_inst___1,0,0.0,object,2
prio_antib_name___39,0,0.0,object,2
prio_antib_name___37,0,0.0,object,1
prio_antib_name___20,0,0.0,object,1
prio_antib_name___36,0,0.0,object,1
prio_antib_name___21,0,0.0,object,2
prio_antib_name___22,0,0.0,object,1
prio_antib_name___23,0,0.0,object,1
prio_antib_name___24,0,0.0,object,2
prio_antib_name___25,0,0.0,object,2
prio_antib_name___26,0,0.0,object,2
prio_antib_name___27,0,0.0,object,1
prio_antib_name___28,0,0.0,object,1
prio_antib_name___29,0,0.0,object,1
prio_antib_name___30,0,0.0,object,2
prio_antib_name___31,0,0.0,object,1
prio_antib_name___32,0,0.0,object,2
prio_antib_name___33,0,0.0,object,1
prio_antib_name___34,0,0.0,object,2
prio_antib_name___35,0,0.0,object,1
ast_anti1___11,0,0.0,object,2
ast_anti1___13,0,0.0,object,2
antib_presc_af_cul___40,0,0.0,object,2
ast_anti3___34,0,0.0,object,2
ast_anti3___27,0,0.0,object,1
ast_anti3___28,0,0.0,object,2
ast_anti3___29,0,0.0,object,2
ast_anti3___30,0,0.0,object,2
ast_anti3___31,0,0.0,object,1
ast_anti3___32,0,0.0,object,1
ast_anti3___33,0,0.0,object,2
ast_anti3___35,0,0.0,object,1
antib_presc_af_cul___2,0,0.0,object,2
ast_anti3___36,0,0.0,object,1
ast_anti3___37,0,0.0,object,2
ast_anti3___38,0,0.0,object,1
ast_anti3___39,0,0.0,object,2
ast_anti3___40,0,0.0,object,1
ast_anti3___41,0,0.0,object,1
ast_anti3___42,0,0.0,object,1
ast_anti3___26,0,0.0,object,2
ast_anti3___25,0,0.0,object,2
ast_anti3___24,0,0.0,object,2
ast_anti3___23,0,0.0,object,1
ast_anti3___8,0,0.0,object,2
ast_anti3___9,0,0.0,object,1
ast_anti3___10,0,0.0,object,2
ast_anti3___11,0,0.0,object,1
ast_anti3___12,0,0.0,object,2
ast_anti3___13,0,0.0,object,2
ast_anti3___14,0,0.0,object,1
ast_anti3___15,0,0.0,object,2
ast_anti3___16,0,0.0,object,2
ast_anti3___17,0,0.0,object,2
ast_anti3___18,0,0.0,object,1
ast_anti3___19,0,0.0,object,1
ast_anti3___20,0,0.0,object,1
ast_anti3___21,0,0.0,object,1
ast_anti3___22,0,0.0,object,1
antib_presc_af_cul___1,0,0.0,object,2
antib_presc_af_cul___3,0,0.0,object,2
ast_anti1___14,0,0.0,object,2
antib_presc_af_cul___31,0,0.0,object,1
antib_presc_af_cul___24,0,0.0,object,2
antib_presc_af_cul___25,0,0.0,object,2
antib_presc_af_cul___26,0,0.0,object,2
antib_presc_af_cul___27,0,0.0,object,1
antib_presc_af_cul___28,0,0.0,object,2
antib_presc_af_cul___29,0,0.0,object,1
antib_presc_af_cul___30,0,0.0,object,2
antib_presc_af_cul___32,0,0.0,object,1
antib_presc_af_cul___4,0,0.0,object,2
antib_presc_af_cul___33,0,0.0,object,1
antib_presc_af_cul___34,0,0.0,object,2
antib_presc_af_cul___35,0,0.0,object,1
antib_presc_af_cul___36,0,0.0,object,1
antib_presc_af_cul___37,0,0.0,object,1
antib_presc_af_cul___38,0,0.0,object,1
antib_presc_af_cul___39,0,0.0,object,2
antib_presc_af_cul___23,0,0.0,object,2
antib_presc_af_cul___22,0,0.0,object,1
antib_presc_af_cul___21,0,0.0,object,2
antib_presc_af_cul___20,0,0.0,object,1
antib_presc_af_cul___5,0,0.0,object,2
antib_presc_af_cul___6,0,0.0,object,1
antib_presc_af_cul___7,0,0.0,object,1
antib_presc_af_cul___8,0,0.0,object,1
antib_presc_af_cul___9,0,0.0,object,1
antib_presc_af_cul___10,0,0.0,object,2
antib_presc_af_cul___11,0,0.0,object,1
antib_presc_af_cul___12,0,0.0,object,2
antib_presc_af_cul___13,0,0.0,object,2
antib_presc_af_cul___14,0,0.0,object,2
antib_presc_af_cul___15,0,0.0,object,1
antib_presc_af_cul___16,0,0.0,object,2
antib_presc_af_cul___17,0,0.0,object,2
antib_presc_af_cul___18,0,0.0,object,2
antib_presc_af_cul___19,0,0.0,object,2
ast_anti3___7,0,0.0,object,2
ast_anti3___6,0,0.0,object,1
ast_anti3___5,0,0.0,object,2
ast_anti1___41,0,0.0,object,2
ast_anti1___34,0,0.0,object,2
ast_anti1___35,0,0.0,object,2
ast_anti1___36,0,0.0,object,2
ast_anti1___37,0,0.0,object,2
ast_anti1___38,0,0.0,object,2
ast_anti1___39,0,0.0,object,2
ast_anti1___40,0,0.0,object,2
ast_anti1___42,0,0.0,object,2
ast_anti3___4,0,0.0,object,2
ast_anti2___1,0,0.0,object,2
ast_anti2___2,0,0.0,object,2
ast_anti2___3,0,0.0,object,2
ast_anti2___4,0,0.0,object,2
ast_anti2___5,0,0.0,object,2
ast_anti2___6,0,0.0,object,2
ast_anti2___7,0,0.0,object,2
ast_anti1___33,0,0.0,object,2
ast_anti1___32,0,0.0,object,2
ast_anti1___31,0,0.0,object,2
ast_anti1___30,0,0.0,object,2
ast_anti1___15,0,0.0,object,2
ast_anti1___16,0,0.0,object,2
ast_anti1___17,0,0.0,object,2
ast_anti1___18,0,0.0,object,2
ast_anti1___19,0,0.0,object,2
ast_anti1___20,0,0.0,object,1
ast_anti1___21,0,0.0,object,2
ast_anti1___22,0,0.0,object,2
ast_anti1___23,0,0.0,object,2
ast_anti1___24,0,0.0,object,2
ast_anti1___25,0,0.0,object,2
ast_anti1___26,0,0.0,object,2
ast_anti1___27,0,0.0,object,2
ast_anti1___28,0,0.0,object,2
ast_anti1___29,0,0.0,object,2
ast_anti2___8,0,0.0,object,2
ast_anti2___9,0,0.0,object,2
ast_anti2___10,0,0.0,object,2
ast_anti2___29,0,0.0,object,2
ast_anti2___31,0,0.0,object,1
ast_anti2___32,0,0.0,object,2
ast_anti2___33,0,0.0,object,2
ast_anti2___34,0,0.0,object,2
ast_anti2___35,0,0.0,object,1
ast_anti2___36,0,0.0,object,2
ast_anti2___37,0,0.0,object,2
ast_anti2___38,0,0.0,object,1
ast_anti2___39,0,0.0,object,2
ast_anti2___40,0,0.0,object,2
ast_anti2___41,0,0.0,object,2
ast_anti2___42,0,0.0,object,1
ast_anti3___1,0,0.0,object,2
ast_anti3___2,0,0.0,object,2
ast_anti3___3,0,0.0,object,2
ast_anti2___30,0,0.0,object,2
ast_anti2___28,0,0.0,object,2
ast_anti2___11,0,0.0,object,2
ast_anti2___27,0,0.0,object,2
ast_anti2___12,0,0.0,object,2
ast_anti2___13,0,0.0,object,2
ast_anti2___14,0,0.0,object,1
ast_anti2___15,0,0.0,object,2
ast_anti2___16,0,0.0,object,2
ast_anti2___17,0,0.0,object,2
ast_anti2___18,0,0.0,object,2
ast_anti2___19,0,0.0,object,2
ast_anti2___20,0,0.0,object,1
ast_anti2___21,0,0.0,object,2
ast_anti2___22,0,0.0,object,2
ast_anti2___23,0,0.0,object,2
ast_anti2___24,0,0.0,object,2
ast_anti2___25,0,0.0,object,2
ast_anti2___26,0,0.0,object,2
data_abstraction_form_complete,0,0.0,object,3
